no,m,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,label
102,201710,160.0,29417.0,22.0,,,29075.0,18.0,,,,,,,,,,,0.0,1.0,28010.0,15.0,,,260.0,4.0,19282.0,10.0,8875.0,6.0,1000.0,2.0,,,,,2.0,1.0,,,28530.0,7.0,,,,,,,6900.0,3.0,,,50.0,1.0,,,,,20220.0,4.0,,,8310.0,3.0,,,,,,,,,,,8300.0,,8300.0,,,,,,0.0,8300.0,,2.0,,20000.0,,,6700.0,,50.0,,,,,63050.0,18.0,,,63050.0,18.0,,,3890.0,1.0,49300.0,11.0,9860.0,6.0,,,,,,,62080.0,14.0,36680.0,7.0,,,,,33200.0,6.0,28880.0,8.0,,,,,25400.0,7.0,9650.0,,9650.0,,8300.0,8300.0,7900.0,9970.0,5.0,7900.0,,28.0,9.0,5.0,6.0,1.0,1.0,5.0,6.0,7080.0,60.0,201305.0,201710.0,201601.0,201710.0,,,,,,60000.0,130970.0,12.0,12.0,,,,,,,4.0,3.0,1.0,2.0,0.0,1.0,,,,,,2.0,0.0,0.0,0.0,0.0,0
102,201709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75399.0,28.0,,,75399.0,28.0,,,42110.0,10.0,21199.0,11.0,7740.0,4.0,4350.0,3.0,,,,,76430.0,20.0,32850.0,9.0,,,27070.0,6.0,29400.0,9.0,9580.0,3.0,10380.0,2.0,,,20380.0,5.0,8450.0,,8450.0,,9000.0,7570.0,7380.0,9900.0,5.0,7570.0,,28.0,7.0,3.0,6.0,1.0,1.0,3.0,6.0,6920.0,60.0,201305.0,201709.0,201601.0,201709.0,,,,,,60000.0,130900.0,11.0,12.0,,,,,,,4.0,3.0,1.0,2.0,0.0,1.0,,,,,,2.0,0.0,0.0,0.0,0.0,0
102,201708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54940.0,20.0,,,54940.0,20.0,,,25090.0,8.0,21270.0,9.0,1020.0,1.0,7560.0,2.0,,,,,31730.0,3.0,16550.0,2.0,,,8080.0,1.0,23650.0,2.0,,,,,,,,,7520.0,,7520.0,,15180.0,8470.0,,9070.0,5.0,8080.0,,28.0,7.0,3.0,6.0,1.0,1.0,3.0,6.0,6920.0,60.0,201305.0,201705.0,201601.0,201708.0,,,,,,60000.0,130070.0,11.0,12.0,,,,,,,4.0,3.0,1.0,2.0,0.0,1.0,,,,,,2.0,0.0,0.0,0.0,0.0,0
104,201810,430.0,192033.0,39.0,105100.0,19.0,81883.0,18.0,,,,,,,,,,,,,61723.0,13.0,,,108473.0,21.0,33710.0,9.0,26790.0,4.0,23060.0,5.0,,,,,105100.0,19.0,5050.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,10000.0,10000.0,,,,,,,10000.0,,10000.0,3090.0,,,,,,,,,,,26650.0,6.0,,,26650.0,6.0,,,13200.0,2.0,10450.0,3.0,3000.0,1.0,,,,,,,60000.0,2.0,30000.0,1.0,,,30000.0,1.0,,,,,30000.0,1.0,,,,,8000.0,,8000.0,,30000.0,30000.0,,17560.0,5.0,,,25.0,6.0,8.0,8.0,1.0,3.0,4.0,4.0,24030.0,,201304.0,201810.0,201304.0,201810.0,,,,,,330000.0,411150.0,21.0,24.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,,,,,,,,,,,0
104,201809,3260.0,228668.0,45.0,111300.0,22.0,85548.0,18.0,,,,,,,2000.0,1.0,,,,,83598.0,17.0,15569.0,3.0,94146.0,20.0,73294.0,12.0,14990.0,3.0,19791.0,5.0,10878.0,2.0,21640.0,1.0,94300.0,17.0,31820.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21640.0,10000.0,9009.0,,,,2000.0,,,9009.0,21640.0,10000.0,21640.0,,,,,,,,,,,32440.0,5.0,,,32440.0,5.0,,,4370.0,2.0,,,,,28070.0,3.0,,,,,43280.0,2.0,21640.0,1.0,,,21640.0,1.0,21640.0,1.0,,,,,,,,,20000.0,,20000.0,,21640.0,21640.0,,32400.0,4.0,,,25.0,6.0,8.0,7.0,1.0,3.0,4.0,4.0,26860.0,,201304.0,201809.0,201304.0,201809.0,,,,,,330000.0,411150.0,21.0,24.0,,,,,,,2.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0
104,201808,2630.0,149118.0,33.0,59600.0,16.0,49508.0,12.0,,,,,,,15000.0,5.0,,,,,44278.0,10.0,,,51068.0,16.0,61746.0,9.0,24400.0,5.0,9904.0,2.0,2000.0,1.0,5760.0,1.0,37600.0,8.0,40010.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17690.0,8000.0,10000.0,,,,3000.0,,,10000.0,5760.0,8000.0,17690.0,,,,,,,,,,,13070.0,4.0,,,13070.0,4.0,,,,,,,5050.0,1.0,8020.0,3.0,,,,,11520.0,2.0,5760.0,1.0,,,11520.0,2.0,,,,,,,,,,,5050.0,,5050.0,,5760.0,5760.0,,27550.0,4.0,5760.0,,25.0,6.0,8.0,7.0,1.0,3.0,4.0,4.0,26230.0,,201304.0,201808.0,201304.0,201808.0,,,,,,330000.0,411150.0,22.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0
104,201807,90.0,99653.0,26.0,26200.0,7.0,61943.0,16.0,,,,,,,,,,,,,56993.0,14.0,,,47529.0,11.0,28211.0,9.0,1960.0,1.0,20253.0,4.0,1700.0,1.0,,,22400.0,6.0,11510.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,5000.0,8000.0,,,,,,,8000.0,,5000.0,6280.0,,,,,,,,,,,34790.0,9.0,,,34790.0,9.0,,,9770.0,3.0,8110.0,2.0,14900.0,3.0,2010.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7000.0,,7000.0,,,,,13664.0,6.0,,,25.0,6.0,8.0,7.0,1.0,3.0,4.0,4.0,23690.0,,201304.0,201807.0,201304.0,201807.0,,,,,,330000.0,411150.0,22.0,24.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0
104,201806,2010.0,74128.0,19.0,21400.0,6.0,41918.0,10.0,,,,,,,,,,,,,36788.0,8.0,,,40080.0,9.0,21438.0,6.0,4850.0,1.0,7760.0,3.0,,,4850.0,1.0,4700.0,2.0,10810.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8135.0,5000.0,8135.0,,,,,,,8135.0,4850.0,3000.0,4850.0,,,,,,,,,,,23970.0,7.0,,,23970.0,7.0,,,,,8920.0,2.0,3160.0,1.0,11890.0,4.0,,,,,39700.0,3.0,34850.0,2.0,,,4850.0,1.0,,,34850.0,2.0,,,,,,,4880.0,,4880.0,,30000.0,30000.0,,25830.0,5.0,11860.0,,25.0,6.0,8.0,7.0,1.0,3.0,4.0,4.0,25610.0,,201304.0,201806.0,201304.0,201806.0,,,,,,330000.0,411150.0,21.0,24.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0
104,201805,270.0,116932.0,29.0,29000.0,8.0,56862.0,14.0,,,,,,,,,,,,,54902.0,13.0,8883.0,1.0,38031.0,11.0,12249.0,4.0,16110.0,4.0,29389.0,6.0,12270.0,3.0,11170.0,2.0,18000.0,4.0,31070.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8883.0,5000.0,8883.0,,,,,,,8883.0,8670.0,5000.0,8670.0,,,,,,,,,,,52810.0,12.0,,,52810.0,12.0,,,21930.0,4.0,8940.0,2.0,19620.0,5.0,2320.0,1.0,,,,,22340.0,4.0,11170.0,2.0,,,11170.0,2.0,,,2500.0,1.0,8670.0,1.0,,,,,7960.0,,7960.0,,8670.0,8670.0,,18070.0,5.0,11170.0,,25.0,6.0,8.0,7.0,1.0,3.0,4.0,4.0,23870.0,,201304.0,201805.0,201304.0,201805.0,,,,,,330000.0,411150.0,20.0,24.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0
104,201804,930.0,76321.0,19.0,9000.0,2.0,55881.0,13.0,,,,,,,,,,,,,55881.0,13.0,2000.0,1.0,11128.0,4.0,9200.0,2.0,12482.0,2.0,41511.0,10.0,,,3110.0,1.0,5000.0,1.0,11440.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9372.0,5000.0,9372.0,,,,,,,9372.0,3110.0,5000.0,3270.0,,,,,,,,,,,9730.0,4.0,,,9730.0,4.0,,,,,,,3660.0,2.0,6070.0,2.0,,,,,10220.0,5.0,4110.0,2.0,,,6110.0,3.0,,,4110.0,2.0,,,,,,,3040.0,,3040.0,,3110.0,3110.0,,17360.0,4.0,3110.0,,25.0,6.0,8.0,7.0,1.0,1.0,4.0,4.0,24530.0,,201304.0,201804.0,201304.0,201804.0,,,,,,330000.0,411150.0,20.0,24.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0
104,201803,1210.0,84747.0,18.0,3000.0,1.0,58527.0,12.0,,,,,,,,,,,,,38897.0,7.0,,,13083.0,2.0,12076.0,4.0,36099.0,8.0,23489.0,4.0,,,11740.0,3.0,3000.0,1.0,23220.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9918.0,3000.0,9918.0,,,,,,,9918.0,7740.0,3000.0,8200.0,,,,,,,,,,,25560.0,9.0,,,25560.0,9.0,,,,,6340.0,3.0,6300.0,3.0,12920.0,3.0,,,,,36483.0,11.0,16200.0,5.0,,,20283.0,5.0,2000.0,1.0,5000.0,2.0,9200.0,3.0,,,,,5040.0,,5040.0,,7740.0,7740.0,,12900.0,4.0,12640.0,,25.0,6.0,8.0,7.0,1.0,1.0,4.0,4.0,24810.0,,201304.0,201803.0,201304.0,201803.0,,,,,,330000.0,411150.0,20.0,24.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0
104,201802,4080.0,84666.0,20.0,3000.0,1.0,71776.0,18.0,,,,,,,,,,,,,62176.0,16.0,,,7020.0,2.0,31549.0,5.0,16565.0,5.0,15899.0,5.0,13633.0,3.0,9890.0,1.0,3000.0,1.0,9890.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9890.0,3000.0,8796.0,,,,,,,8796.0,9890.0,3000.0,9890.0,,,,,,,,,,,28810.0,8.0,,,28810.0,8.0,,,2240.0,1.0,3020.0,1.0,15000.0,4.0,8550.0,2.0,,,,,22317.0,3.0,9890.0,1.0,,,9890.0,1.0,9890.0,1.0,,,,,2537.0,1.0,,,5500.0,,5500.0,,9890.0,9890.0,,15180.0,4.0,9890.0,,25.0,6.0,8.0,7.0,1.0,1.0,4.0,4.0,27680.0,,201304.0,201802.0,201304.0,201802.0,,,,,,330000.0,411150.0,21.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0
104,201801,5050.0,90037.0,19.0,6000.0,2.0,56697.0,14.0,,,,,,,6000.0,2.0,,,,,47097.0,12.0,10000.0,1.0,2015.0,1.0,22897.0,6.0,37233.0,7.0,17892.0,4.0,,,11350.0,1.0,,,27340.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11350.0,3000.0,10000.0,,,,3000.0,,,10000.0,11350.0,,11350.0,,,,,,,,,,,10100.0,4.0,,,10100.0,4.0,,,,,5040.0,1.0,0.0,1.0,5060.0,2.0,,,,,25985.0,3.0,11350.0,1.0,,,11350.0,1.0,,,3285.0,1.0,11350.0,1.0,,,,,5040.0,,5040.0,,11350.0,11350.0,,14210.0,3.0,11350.0,,25.0,6.0,8.0,7.0,1.0,1.0,4.0,4.0,28650.0,,201304.0,201801.0,201304.0,201801.0,,,,,,330000.0,411150.0,20.0,24.0,,,,,,,,,,,,,,,,,,,,,,,0
104,201712,850.0,54089.0,12.0,,,44949.0,11.0,,,,,,,,,,,,,41949.0,10.0,,,11285.0,3.0,5005.0,1.0,12159.0,3.0,22640.0,4.0,3000.0,1.0,9140.0,1.0,,,9140.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500.0,,9500.0,,,,,,,9500.0,9140.0,,9140.0,,,,,,,,,,,17200.0,5.0,,,17200.0,5.0,,,4850.0,1.0,,,,,12350.0,4.0,,,,,20528.0,3.0,9140.0,1.0,,,11388.0,2.0,,,,,9140.0,1.0,,,,,5030.0,,5030.0,,9140.0,9140.0,,11350.0,4.0,9140.0,,25.0,6.0,8.0,6.0,1.0,1.0,4.0,4.0,24450.0,,201304.0,201712.0,201304.0,201712.0,,,,,,330000.0,411150.0,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,0
104,201711,30.0,52680.0,12.0,21300.0,5.0,21210.0,5.0,,,,,,,,,,,,,21210.0,5.0,5385.0,1.0,7120.0,1.0,,,23300.0,6.0,14064.0,3.0,2811.0,1.0,10170.0,2.0,21300.0,5.0,3050.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9114.0,8000.0,9114.0,,,,,,,9114.0,7120.0,8000.0,3050.0,,,,,,,,,,,16160.0,7.0,,,16160.0,7.0,,,,,,,7050.0,3.0,9110.0,4.0,,,,,7080.0,3.0,3050.0,1.0,,,4030.0,2.0,,,,,3050.0,1.0,,,,,3030.0,,3030.0,,3050.0,3050.0,,10180.0,4.0,10180.0,,25.0,6.0,8.0,6.0,1.0,1.0,4.0,4.0,23630.0,,201304.0,201711.0,201304.0,201711.0,,,,,,330000.0,381150.0,14.0,24.0,,,,,,,,,,,,,,,,,,,,,,,0
106,201806,0.0,2210.0,1.0,,,,,,,,,,,,,,,2210.0,1.0,,,,,,,2210.0,1.0,,,,,,,,,,,,,2200.0,1.0,,,,,,,,,,,,,,,,,,,2200.0,1.0,,,,,,,,,,,,,2210.0,,,,,,,,2210.0,,,,,2200.0,,,,,,,,,,3100.0,25.0,,,3100.0,25.0,20.0,1.0,1220.0,6.0,380.0,6.0,1170.0,8.0,310.0,4.0,,,,,716.0,3.0,,,,,,,,,716.0,3.0,,,,,,,780.0,,780.0,,368.0,,,4980.0,1.0,,,510.0,4.0,6.0,2.0,1.0,1.0,4.0,2.0,2510.0,,201301.0,201806.0,201607.0,201806.0,,,,,,8952.0,13932.0,1.0,36.0,,,,,,,15.0,4.0,0.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0
106,201805,,370.0,5.0,,,,,,,,,,,,,,,,,370.0,5.0,,,,,,,280.0,4.0,90.0,1.0,,,,,,,,,400.0,2.0,,,,,,,,,,,,,,,,,,,,,300.0,1.0,,,100.0,1.0,,,,,,,200.0,,,,,,,,,200.0,,,,300.0,,,,,,,,,,370.0,3.0,,,370.0,3.0,,,190.0,1.0,60.0,1.0,,,120.0,1.0,,,,,,,,,,,,,,,,,,,,,,,190.0,,190.0,,,,,,,,,510.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,2510.0,,201301.0,201805.0,201607.0,201805.0,,,,,,8952.0,8952.0,,,2.0,1.0,0.0,0.0,0.0,2.0,15.0,4.0,0.0,2.0,0.0,13.0,,,,,,4.0,0.0,0.0,0.0,0.0,0
106,201804,0.0,4320.0,8.0,,,,,,,,,,,,,,,2680.0,2.0,1640.0,6.0,,,30.0,1.0,,,3660.0,4.0,480.0,2.0,150.0,1.0,,,,,,,1330.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1330.0,1.0,,,,,,,,,2000.0,,,,,,,,2000.0,730.0,,,,1330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,1.0,,2.0,1.0,2510.0,,201301.0,201804.0,201607.0,201612.0,,,,,,8952.0,8952.0,,,1.0,1.0,0.0,0.0,0.0,1.0,13.0,4.0,0.0,2.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
106,201803,2890.0,210.0,4.0,,,,,,,,,,,,,,,30.0,3.0,180.0,1.0,,,,,10.0,1.0,,,200.0,3.0,,,,,,,,,2960.0,2.0,,,,,,,,,,,,,,,,,,,,,100.0,1.0,2860.0,1.0,,,,,,,,,180.0,,,,,,,,10.0,180.0,,,,2860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,1.0,,2.0,1.0,5400.0,,201301.0,201803.0,201607.0,201612.0,,,,,,8952.0,8952.0,,,1.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,2.0,0.0,10.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
106,201802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,1.0,,2.0,1.0,2510.0,,201301.0,201707.0,201607.0,201612.0,,,,,,8952.0,8952.0,,,,,,,,,11.0,3.0,0.0,2.0,0.0,9.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
106,201801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,1.0,,2.0,1.0,2510.0,,201301.0,201707.0,201607.0,201612.0,,,,,,8952.0,8952.0,,,1.0,1.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,2.0,0.0,9.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
106,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,,,2.0,1.0,2510.0,,201301.0,201707.0,201607.0,201612.0,,,,,,8952.0,8952.0,,,2.0,1.0,0.0,2.0,0.0,0.0,10.0,3.0,0.0,2.0,0.0,8.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
106,201711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,,,2.0,1.0,2510.0,,201301.0,201707.0,201607.0,201612.0,,,,,,8952.0,8952.0,,,,,,,,,8.0,2.0,0.0,0.0,0.0,8.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
106,201710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,,,2.0,1.0,2510.0,,201301.0,201707.0,201607.0,201612.0,,,,,,8952.0,8952.0,,,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,8.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
106,201709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,,,2.0,1.0,2510.0,,201301.0,201707.0,201607.0,201612.0,,,,,,8952.0,8952.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,7.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
106,201708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2510.0,,201301.0,201707.0,201607.0,201612.0,,,,,,8952.0,8952.0,1.0,6.0,,,,,,,6.0,2.0,0.0,0.0,0.0,6.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
106,201707,,870.0,4.0,,,,,,,,,,,500.0,1.0,,,,,370.0,3.0,150.0,1.0,,,500.0,1.0,,,,,220.0,2.0,,,,,,,900.0,1.0,,,,,,,,,,,,,,,,,,,900.0,1.0,,,,,,,,,,,,,500.0,,,,,,500.0,,,190.0,,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2510.0,,201301.0,201707.0,201607.0,201612.0,,,,,,8952.0,8952.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
109,201806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,9440.0,,201509.0,201806.0,201601.0,201804.0,,,,,,5930.0,7930.0,,,,,,,,,6.0,4.0,0.0,3.0,0.0,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
109,201805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,9440.0,,201509.0,201804.0,201601.0,201804.0,,,,,,5930.0,7930.0,,,,,,,,,6.0,4.0,0.0,3.0,0.0,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
109,201804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,595.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,9440.0,,201509.0,201804.0,201601.0,201804.0,,,,,,5930.0,7930.0,,,,,,,,,6.0,4.0,0.0,3.0,0.0,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
109,201803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,2.0,,,595.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,9440.0,,201509.0,201711.0,201601.0,201803.0,,,,,,5930.0,7930.0,,,1.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,3.0,0.0,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
109,201802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,1.0,,,595.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,9440.0,,201509.0,201711.0,201601.0,201802.0,,,,,,5930.0,7930.0,,,3.0,2.0,0.0,2.0,0.0,1.0,5.0,4.0,0.0,3.0,0.0,2.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
109,201801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,2.0,,,595.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,9440.0,,201509.0,201711.0,201601.0,201801.0,,,,,,5930.0,7930.0,,,,,,,,,2.0,2.0,0.0,1.0,0.0,1.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
109,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,595.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,9440.0,,201509.0,201711.0,201601.0,201712.0,,,,,,5930.0,7930.0,,,,,,,,,2.0,2.0,0.0,1.0,0.0,1.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
109,201711,9440.0,4.0,1.0,,,4.0,1.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,595.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,9440.0,,201509.0,201711.0,201601.0,201711.0,,,,,,5930.0,7930.0,,,,,,,,,2.0,2.0,0.0,1.0,0.0,1.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
